"Account: Account Name","Location Name","Location Type","Product Item Number","Product Code","Product Description","Quantity On Hand","Product Price","Actual Quantity On-Hand","Last Modified Date"
"","Premnath Patil - Inventory","Van","PI-44052","RA0156","Remote_CF_Efficio_GV2","0.00","150","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-44053","EA01701","PCB_Erica/Ameza/Renesa Zen_GV5 (STM8s,70micron single LED)","0.00","500","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-61892","A022804","Motor Housing_Black_1200mm_Renesa+_GV5","3.00","600","3.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-61893","A142201","Blade_Aluminium_White_1200mm_Efficio/Efficio+/Studio_GV2","0.00","599","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-61894","A1X1104","Blade_Aluminium_Golden Oak_600mm_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-61895","RA0028","Bearing 6202_CF","6.00","60","6.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-61896","RA0848","Blade_Aluminium_Earth Brown_1200mm_Studio+_GV4","0.00","599","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-71448","SA0103","Motor Housing_Sandan Grey_CF_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-73502","SA0097","Stator_CF_0900mm_Renesa/Renesa+/Renesa Smart_GV3","0.00","500","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-74867","SPR0172","Top Motor Housing_Metal_Studio+_GV4","0.00","484","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-74868","A1X1217","Stator_1200mm_Studio+/Renesa Alpha/Naveo_GV4","0.00","500","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-83135","A1X0150","Deactivated - Bottom Body Assembly_Gloss White_900mm_Ikano/Efficio Alpha_GV5","0.00","220","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-83136","A1X0135","Deactivated - Bottom Body Assembly_Brown_Efficio Alpha/Ikano_GV5","0.00","220","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-83137","SRMASS0074","Power PCB_Efficio+_Pedestal_TPW","0.00","499","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-83138","SRMASS0060","Display PCB_Efficio+_Pedestal_TPW","0.00","349","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-83139","SRMASS0058","Digital PCB_Efficio+_Wall Mount_TPW","0.00","350","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-83140","A027203","Deactivated - Bottom Body Assembly_Gloss Ivory_Efficio Alpha/Ameza_GV5","0.00","220","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-83141","RA0946","BLDC Motor_Efficio+_TPW","0.00","599","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-83142","SRMASS0056","Control PCB_Efficio+_Pedestal_TPW","0.00","349","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-83143","SRMASS0075","Power PCB_Efficio+_Wall Mount_TPW","0.00","499","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-83144","A1X0136","Deactivated - Bottom Body Assembly_Ivory_Efficio Alpha/Ikano _GV5","0.00","220","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-86953","RA0075","Blade_Aluminium_G-Oak_1200mm_Renesa+/Renesa Smart_GV3","0.00","599","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-86954","A1X1091","Blade_Aluminium_Aegean Blue_1200mm_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-98981","A091905","Plastic Bottom Cover along with Screw_Gloss White_Ikano/Efficio Alpha_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-98982","RA0919","Body_Top Plastic Assembly_Gloss Brown_Alpha/Renesa Zen/Prime_GV5","0.00","220","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-98983","A091907","Plastic Bottom Cover along with Screw_Gloss Ivory_Ikano/Efficio Alpha_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-104007","A2H0004","M8 Nut_Renesa Pedestal/Table/Stelios Pro Pedestal_TPW","0.00","80","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-104008","A091906","Plastic Bottom Cover along with Screw_Gloss Brown_Ikano/Efficio Alpha_GV5","2.00","0","2.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-104009","A2H0003","M8 X 31 Neck Bolt_Renesa Pedesatal_Non Swing_TPW","0.00","80","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-104010","A2H0002","M6 Nut_Renesa Pedestal/Table/Stelios Pro Pedestal_TPW","0.00","80","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-104011","EA03201","PCB Without LED Strip_PCB_GV5","0.00","500","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-104012","A091902","Plastic Bottom Cover along with Screw_Gloss Black_Ikano/Efficio Alpha/Ameza_GV5","1.00","0","1.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-104013","EA12401","PCB_White LED_Efficio Alpha/Enzel _GV5","0.00","500","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-104554","SRMASS0149","Diffuser Opener Tool_CF_Renesa+_GV3","1.00","4720","1.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-104555","RA1105","Master Remote (Tech Use only)","1.00","250","1.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-797210","TestProduct","Test PCB","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-823711","EA18601","Updated STM32_PCB_White LED_Efficio Alpha/Enzel/Azor _GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-826224","EA20801","Updated STM32_PCB_Enerio 28W_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-856772","EA12301","Updated STM32 PCB C0_0.6M/0.9M/1.2M/ 1.4M_ Renesa/Renesa+/Studio+/Ikano/Prime_GV5","13.00","0","13.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-859991","A3H0017","5 Pin Wire harness_Renesa Walrus/Pedestal_Black_TPW","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-864858","A064116","Blade_Aluminium_Enzel/Renesa Zen_1200mm_Dark Walnut_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-867400","A064120","Blade_Aluminium_Enzel/Renesa Zen_1200mm_Maplewood_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-869942","A064118","Blade_Aluminium_Enzel/Renesa Zen_1200mm_Mistly Teal_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-872484","A064119","Blade_Aluminium_Enzel/Renesa Zen_1200mm_Pebble Grey_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-875026","A170501","Updated Motor housing_Renesa Prime_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-890399","SA0105","Updated Plastic body with screw_Pebble Grey_Prime/Enzel/Zen_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-892952","SA0106","Updated Plastic body with screw_Gloss White_Prime/Enzel/Zen_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-895505","SA0107","Updated Plastic body with screw_Gloss Black_Prime/Enzel/Zen_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-898058","SA0108","Updated Plastic body with screw_Gloss Brown_Prime/Enzel/Zen_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-916831","TestSa001","PCB_Regulator_1200mm_Renesa Alpha_GV4Test","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-922070","EA07101","Sensor PCB_Zenova_MG","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-961783","A029703","Blade_Plastic_Steller Black_1200mm_Aris_IOT_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-964384","A101703","Top Canopy_Steller Black_1200mm_Aris_IOT_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-966985","A101803","Canopy top Plate_steller black_1200mm_Aris_IOT_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-969586","A102003","Middle upper canopy_Steller black_Aris_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-972187","A102203","Middle Lower canopy_Steller black_Aris_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-974788","A102403","Bottom Canopy_Steller Black_1220mm_Aris_IOT_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-977389","A006402","False cover_Aris_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-979990","A006505","Bottom cover_Steller black_Aris_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-982591","A002903","Motor Housing_Steller Black_1200mm_Aris_IOT_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-990635","A158402","Motor & Jar Coupler Set_MG1.0/Zenova/Maple_MG","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-993236","SA0110","Grill Belt Assembly_Black_Renesa Pedestal/Wall/Table/Stelios Pro/Izar Pedestal_TPW","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-995837","SA0109","Grill belt assembly_White_Renesa/Stelios/Izar Pedestal_TPW","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1002005","RA1348","FG replacement Tags","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1005769","RA1631","Service Cello Tape (Yellow - 3INX65M)","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1008374","RA1632","Defective Spares Tag","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1010979","RA1633","Defective FG Replacement seal","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1026439","A073415","Downrod_Aegean Blue_CF","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1050714","A073406","Downrod_Golden_CF","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1053726","A091911","Bottom Cover_Ameza_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1056738","EA16901","Updated_PCB STM32_1200mm_Erica/Ameza/Renesa Zen_1 LED_GV5","3.00","0","3.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1059750","A112503","Canopy_Sea Sand Ivory_Ameza_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1064132","A073401","Downrod_Earth Brown_CF_Studio+_GV4","0.00","60","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1067986","A064113","Blade_Aluminium_SS Ivory_Renesa Prime _GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1293318","RA1237","Blade_Aluminium_Sand Grey_1200mm_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1441136","A1X0827","GV5 PCB Mounting Plate_CF","2.00","50","2.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1441137","A1X0137","Blade_Aluminium_White_1200mm_Ikano_GV5","0.00","600","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1508524","SRA2M0150","BLDC Motor_Renesa_TPW","0.00","700","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1600694","A181204","(Telescopic Canopy)Middle Canopy upper + Lower assly_sand Grey_Studio+_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1600695","A181304","(Telescopic Canopy)Top+Bottom Canopy assly_sand Grey_Studio+_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1600696","RA0863","(Old canopy) Canopy_Plate_Sand Grey_CF_Studio+_GV4","0.00","60","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1600697","A1X0138","Blade_Aluminium_Black_1200mm_Ikano_GV5","0.00","600","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1600698","RA0855","(Old canopy) Bottom_Canopy_Sand Grey_CF_Studio+_GV4","0.00","85","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1600699","A1X1087","Canopy_White Set_Erica_GV5","0.00","150","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1600700","A160204","(Telescopic Canopy)Top Plate Canopy_sand Grey_Studio+_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1656333","RA0082","Blade_Aluminium_Brown_1400mm_Renesa/Renesa+/Renesa Smart_GV3 & GV5","0.00","599","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1656335","RA0074","Blade_Aluminium_Matt Brown_1200mm_Renesa_GV3","0.00","599","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1680962","EA17701","PCB 41W_Aris non-starlight_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-1868985","A159801","MG1.1 SS Jar Set with Lids Service","1.00","0","1.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-2096247","DS","","0.00","1","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-2380685","A142202","Blade_Aluminium_Brown_1200mm_Efficio/Efficio+/Studio_GV2","0.00","599","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-2896673","A1X0139","Blade_Aluminium_Gloss Brown_1200mm_Ikano_GV5","0.00","600","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-3110675","A091903","Plastic Bottom Cover along with Screw_Gloss Brown_Ameza_GV5","2.00","0","2.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-3716074","EA12701","Smart PCB_Flamingo_6LED_1200mm_Renesa/Renesa+/Halo/Studio+_GV5","0.00","0","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-3799298","A091904","Plastic Bottom Cover along with Screw_Gloss Ivory_Ameza_GV5","2.00","0","2.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-3853225","A159327","Lid Assembly_Chutney Jar_Xiana MG","1.00","280","0.00","10/12/2024"
"","Premnath Patil - Inventory","Van","PI-3853226","EA08401","PCB_Renesa Prime_GV5 (Capacitor)","1.00","500","1.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-95374","SRA003502","Motor_Marble White_Startlight_CF_1200mm_Aris_IOT_GV5","0.00","2500","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-95375","RA0086","Blade_Aluminium_Pearl White_1400mm_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3399","SA0087","PCB_Main_1200mm_Ozeo_GV4","0.00","500","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3400","B1X0031","Liquidizer jar sub assembly MG1.0","0.00","500","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3401","SA0056","Stator_CF_1200mm_Renesa/Renesa+/Renesa Smart_GV3","0.00","500","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3402","SA0043","Motor Housing_Ivory_CF_Renesa_GV3","0.00","590","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3403","RA1238","Deactivated - Motor Housing_Golden_CF_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3404","RA1239","Deactivated - Motor Housing_Sandan Grey_CF_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3405","SA0040","Motor Housing_Black_CF_Renesa_GV3","0.00","590","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3406","SA0041","Motor Housing_White_CF_Renesa_GV3","0.00","590","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3407","SA0011","Consolidate PCB GV3_CF_Renesa+_GV3","0.00","350","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3408","SA0055","Stator_CF_600mm_Renesa/Renesa+/Renesa Smart_GV3","0.00","500","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3409","B1X0151","Chopper Jar Assembly_MG1/Zenova/Yulia_MG","0.00","550","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3410","SA0044","Motor Housing_Pearl White_CF_Renesa+/Renesa Smart_GV3","0.00","590","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3411","SA0019","Consolidate PCB GV2_CF__Efficio_GV2","0.00","500","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3412","SA0042","Motor Housing_Brown_CF_Renesa_GV3","0.00","590","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3413","SA0039","PCB_Remote_1200mm_Studio+_GV4","0.00","500","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3569","SA0061","Power PCB (Without Potting) WH_CF_Renesa_GV3","0.00","400","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3570","B1X0056","Chutney jar sub assembly MG1.0","0.00","450","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3571","SA0060","Power PCB (Without Potting) BL_CF_Renesa_GV3","0.00","400","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3572","B1X0044","Wet/Dry jar sub asssembly MG1.0","0.00","450","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3573","EA04101","PCB_Renesa/Renesa+/Ikano/Sudio+ STM8s, 70micron  (6 LED)_GV5","0.00","500","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3574","EA01701","PCB_Erica/Ameza/Renesa Zen_GV5 (STM8s,70micron single LED)","0.00","500","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3605","EA03001","Smart PCB Phoenix Led_PCB_1200mm_GV5","0.00","700","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3606","SA0010","Digital PCB_1200mm_Renesa Smart+_GV3","0.00","350","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-3693","A1C0009","Deactivated - PCB_Studio+/Ikano_(STM8s, 35micron Six LED)_GV5","0.00","500","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4117","SA0021","Main PCB_CF_1200mm_Efficio_Reg_28W_GV2","0.00","500","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4118","SA0001","Rotor_Efficio_GV2","0.00","300","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4119","SRMASS0157","Main PCB_Efficio_EXH","0.00","450","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4120","SRMASS0056","Control PCB_Efficio+_Pedestal_TPW","0.00","349","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4121","A2C0002","Power PCB_Renesa Pedestal Non Swing_TPW","0.00","500","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4122","RA0173","Sensor Holder_CF","0.00","30","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4123","SRMASS0074","Power PCB_Efficio+_Pedestal_TPW","0.00","499","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4124","RA0038","Spring_CF_Renesa_GV3","0.00","25","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4125","SRMASS0159","Main PCB_Studio+_EXH","0.00","450","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4126","RA0345","Circlip Pin_CF_Renesa_GV3","0.00","9","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4127","SA0020","Sensor PCB_CF","0.00","60","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4128","RA1105","Master Remote (Tech Use only)","0.00","250","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4129","SA0057","Stator_CF_1200mm_Efficio/Efficio+/Studio_GV2","0.00","500","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4130","SRMASS0118","Main PCB_Efficio_Walla Mount_TPW","0.00","450","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4131","RA0157","Remote_CF_Renesa_GV3","0.00","150","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4132","SRMASS0075","Power PCB_Efficio+_Wall Mount_TPW","0.00","499","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4133","SRMASS0149","Diffuser Opener Tool_CF_Renesa+_GV3","0.00","4720","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4134","SRMASS0062","Main PCB_Efficio_Pedestal_TPW","0.00","450","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-4135","A1X0601","CF_Universal Remote New","0.00","250","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-35033","B1C0003","MG 1 Sensor PCB","0.00","150","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-35034","SA0045","Motor Housing_Earth Brown_CF_Renesa+/Renesa Smart_GV3","0.00","590","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-35035","SA0038","PCB_Regulator_1200mm_Renesa Alpha_GV4","0.00","500","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-39815","RA0070","Blade_Aluminium_White_1200mm_Renesa_GV3","0.00","599","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-39816","A022804","Motor Housing_Black_1200mm_Renesa+_GV5","0.00","600","0.00","10/12/2024"
"","Usman Shaikh - Inventory","Van","PI-39817","RA0946","BLDC Motor_Efficio+_TPW","0.00","599","0.00","10/12/2024"
